site_id,years,states,commodity,latitude,longitude
M003952,1989;1994;1999;2004,0;0;1;3,Cu,85.0293,49.1609
M003953,1979;1984,0;1,Zn,-41.4076,-13.9988
M003954,1976;1981;1986;1991;1996,0;1;2;2;2,Fe,-11.1411,-151.1593
M003955,1977;1982;1987;1992,0;3;3;3,Ag,-5.7196,50.8679
M003956,1996;2001;2006;2011;2016;2021,0;1;3;3;3;3,Fe,35.273,-138.7906
M003957,2006;2011;2016;2021;2026;2031,0;0;0;0;0;0,Cu,21.9413,159.7033
M003958,2011;2016;2021;2026;2031;2036,0;0;1;3;3;3,Fe,-55.7101,45.9694
M003959,2008;2013;2018;2023,0;0;1;1,Zn,36.0277,-127.8366
M003960,1973;1978;1983,0;0;1,Fe,5.7832,127.8171
M003961,1993;1998;2003;2008,0;0;0;1,Fe,-10.7481,-114.2399
M003962,1999;2004,0;0,Zn,16.0924,92.6853
M003963,2013;2018;2023;2028;2033;2038,0;0;0;0;0;0,Fe,-53.3047,72.6054
M003964,1994;1999,0;0,U,-49.9167,-9.9422
M003965,2013;2018;2023;2028,0;0;1;2,Ag,-28.4084,1.4329
M003966,1984;1989;1994;1999,0;0;0;0,Fe,-22.9701,-105.5344
M003967,1970;1975,0;1,U,-72.4424,37.9791
M003968,1973;1978;1983;1988;1993;1998,0;0;0;1;1;1,Cu,-71.9115,85.4612
M003969,2005;2010;2015,0;0;0,Cu,17.0567,-154.0032
M003970,1973;1978;1983;1988,0;0;0;1,Ag,51.6834,-88.8303
M003971,2005;2010;2015;2020,0;0;0;0,Zn,40.9777,115.5177
M003972,1982;1987;1992;1997;2002;2007,0;0;0;0;0;0,Au,-51.1353,35.0505
M003973,1974;1979;1984;1989;1994;1999,0;3;3;3;3;3,Ag,82.1911,-15.196
M003974,2005;2010;2015;2020,0;0;0;0,Zn,13.5875,22.9652
M003975,1977;1982;1987;1992,0;1;1;1,Ag,83.6919,-97.0616
M003976,2012;2017,0;0,Ag,55.2465,-75.6695
M003977,1999;2004,0;0,Cu,20.8914,50.534
M003978,1981;1986;1991;1996;2001;2006,0;1;1;1;1;1,Ag,19.8815,111.1772
M003979,1990;1995;2000;2005;2010,0;0;0;0;1,Au,-18.0193,-133.7654
M003980,2013;2018;2023,0;0;0,Cu,32.2605,160.5738
M003981,1983;1988;1993;1998;2003,0;1;1;1;1,Au,57.8954,43.8413
M003982,1987;1992;1997;2002;2007;2012,0;0;0;0;0;0,Au,49.3601,-116.0738
M003983,1987;1992,0;0,Fe,76.2199,50.1449
M003984,1983;1988,0;1,Au,-23.401,-172.0627
M003985,2002;2007;2012,0;0;1,Cu,-57.8,-149.6869
M003986,2006;2011;2016,0;1;1,Au,19.2098,29.5634
M003987,2006;2011;2016;2021;2026;2031,0;3;3;3;3;3,Fe,-36.0421,4.0099
M003988,2003;2008,0;0,Cu,85.258,127.2686
M003989,1982;1987;1992;1997;2002,0;0;0;1;1,Fe,-74.5994,20.4713
M003990,1996;2001;2006;2011;2016,0;0;3;3;3,U,-20.8502,-161.498
M003991,1983;1988;1993;1998;2003;2008,0;3;3;3;3;3,Fe,-88.2809,-11.6095
M003992,1985;1990;1995;2000;2005,0;1;2;2;2,Fe,-73.8905,-171.1852
M003993,1989;1994;1999;2004;2009;2014,0;0;0;1;1;2,Au,73.8336,-118.4994
M003994,2000;2005;2010;2015;2020,0;0;0;0;0,Ag,55.3912,-165.0465
M003995,1994;1999;2004;2009;2014;2019,0;1;1;2;2;2,Ag,-78.2987,-27.6529
M003996,1998;2003;2008;2013;2018;2023,0;0;0;0;3;3,Au,-40.445,-12.4853
M003997,1984;1989;1994;1999;2004,0;3;3;3;3,Au,-23.5334,-46.2805
M003998,1980;1985;1990;1995,0;3;3;3,U,-54.5642,-42.8535
M003999,1977;1982,0;0,Ag,43.0717,-33.4865
M004000,1991;1996;2001;2006;2011;2016,0;1;2;2;2;2,Ag,8.4779,105.2849
M004001,1976;1981;1986;1991;1996;2001,0;1;2;2;2;2,Ag,39.7622,50.9533
M004002,1990;1995,0;1,Au,7.9941,15.2313
M004003,2005;2010;2015;2020;2025;2030,0;0;0;0;0;1,Fe,-53.4838,-148.7408
M004004,1990;1995;2000;2005;2010,0;1;1;1;1,Au,58.7152,-46.9023
M004005,1978;1983;1988;1993,0;0;1;2,Fe,-33.0465,-120.4079
M004006,1999;2004;2009,0;3;3,Fe,87.1576,65.0821
M004007,2000;2005;2010;2015;2020;2025,0;0;1;1;1;2,Cu,-48.096,-132.9819
M004008,2013;2018;2023;2028;2033;2038,0;1;2;2;2;2,Fe,-38.0749,-113.6177
M004009,2007;2012;2017;2022;2027,0;0;1;2;2,Fe,-75.5507,-47.9804
M004010,1975;1980;1985;1990,0;0;1;1,Fe,5.9071,135.3555
M004011,2000;2005;2010;2015,0;0;0;0,Ag,41.3263,81.616
M004012,1982;1987;1992,0;0;1,Au,60.2931,-81.0643
M004013,1981;1986;1991;1996;2001;2006,0;1;2;2;2;2,U,8.1191,149.276
M004014,1993;1998;2003,0;3;3,U,-18.9232,-116.7386
M004015,1993;1998,0;0,Cu,-60.8684,-26.9541
M004016,1989;1994;1999;2004,0;0;1;2,U,-73.4965,-53.9039
M004017,1974;1979;1984;1989,0;0;3;3,Cu,-81.3219,-164.2144
M004018,1974;1979;1984;1989;1994,0;0;1;1;2,Fe,-17.9701,-11.2886
M004019,2005;2010;2015;2020;2025,0;0;0;1;1,Zn,38.8807,46.1708
M004020,2013;2018;2023;2028,0;0;0;0,Fe,-43.1138,70.378
M004021,1996;2001;2006;2011;2016;2021,0;3;3;3;3;3,U,31.2941,-55.1724
M004022,1999;2004,0;0,Au,25.6721,-94.2261
M004023,1980;1985;1990,0;0;0,Ag,1.1231,-67.6351
M004024,1992;1997,0;1,Fe,65.9085,-78.3516
M004025,2005;2010;2015;2020,0;1;2;2,Ag,27.2897,41.4491
M004026,1995;2000;2005;2010;2015,0;0;1;1;1,Cu,58.9885,29.7669
M004027,1978;1983;1988;1993;1998;2003,0;0;0;0;0;1,U,34.208,-3.2524
M004028,2004;2009;2014,0;1;1,U,-23.4163,75.0756
M004029,1996;2001;2006;2011;2016;2021,0;0;3;3;3;3,U,-38.2397,142.8417
M004030,1988;1993,0;0,Fe,-17.3246,-149.5451
M004031,2001;2006;2011;2016;2021;2026,0;1;3;3;3;3,Fe,-20.7066,-106.1208
M004032,1972;1977;1982;1987;1992;1997,0;0;0;0;0;1,Zn,14.58,151.7599
M004033,1977;1982;1987;1992;1997,0;1;1;1;3,Zn,16.8135,165.8084
M004034,1982;1987;1992;1997;2002;2007,0;0;1;3;3;3,Fe,-24.5402,-136.2221
M004035,1984;1989;1994;1999,0;0;3;3,Ag,-72.0482,29.6995
M004036,1987;1992;1997,0;1;1,U,-45.9476,-48.5304
M004037,1996;2001;2006;2011;2016,0;1;3;3;3,U,-1.2818,13.6217
M004038,1993;1998;2003,0;1;1,Ag,-8.0214,150.5254
M004039,2002;2007;2012;2017;2022;2027,0;1;1;2;2;2,Cu,-78.1739,-85.4847
M004040,1997;2002,0;0,Zn,-19.8556,113.4672
M004041,1984;1989;1994;1999;2004;2009,0;3;3;3;3;3,Fe,-9.304,103.9869
M004042,2013;2018;2023;2028;2033;2038,0;0;0;1;1;1,Cu,38.4008,107.5934
M004043,2009;2014;2019,0;1;1,Au,-14.0431,-1.928
M004044,1975;1980;1985,0;1;2,Au,66.7514,115.5879
M004045,1985;1990;1995;2000;2005,0;0;3;3;3,Fe,-74.6462,-163.5255
M004046,1978;1983;1988;1993,0;0;0;3,Ag,-68.2021,118.1192
M004047,1992;1997,0;0,Ag,39.2729,172.1705
M004048,2001;2006;2011;2016;2021;2026,0;3;3;3;3;3,Cu,-58.3186,-82.7383
M004049,2005;2010;2015;2020,0;1;1;1,Fe,32.2079,68.9182
M004050,2000;2005;2010;2015,0;3;3;3,Ag,-84.27,138.5503
M004051,1978;1983;1988;1993;1998;2003,0;0;0;1;1;3,Au,-1.2223,160.4931
M004052,1997;2002;2007,0;3;3,Cu,89.39,116.948
M004053,2009;2014;2019,0;1;3,Zn,61.7337,64.5881
M004054,2009;2014;2019;2024;2029,0;0;0;1;3,Zn,34.6999,78.6808
M004055,1994;1999;2004;2009,0;1;1;1,Zn,34.4973,134.692
M004056,1997;2002,0;1,Ag,25.5992,-85.8456
M004057,1985;1990;1995;2000,0;0;1;1,Zn,-60.2712,-178.2707
M004058,1970;1975;1980;1985;1990,0;0;1;1;1,Zn,-61.2919,84.3828
M004059,1978;1983;1988,0;0;0,Fe,-74.9949,26.2631
M004060,1977;1982;1987,0;0;0,Cu,-41.1919,59.5512
M004061,1976;1981;1986;1991,0;1;1;2,Fe,-64.8501,-44.8851
M004062,1988;1993,0;0,U,60.3696,157.6816
M004063,1990;1995;2000,0;1;1,Ag,-11.6982,-134.7272
M004064,1986;1991,0;0,Ag,-26.0314,119.9375
M004065,1991;1996,0;1,Zn,-15.0445,119.1918
M004066,1998;2003;2008;2013,0;0;0;1,Cu,62.2239,-82.6037
M004067,2010;2015;2020;2025,0;3;3;3,U,73.0971,-106.4426
M004068,1970;1975;1980;1985;1990,0;0;1;1;2,Ag,-44.9669,85.7352
M004069,1971;1976;1981;1986;1991;1996,0;0;1;1;1;1,Ag,-41.8103,-103.9606
M004070,2005;2010;2015;2020,0;0;0;0,Ag,-18.8605,44.6568
M004071,1991;1996;2001;2006;2011;2016,0;1;1;3;3;3,Ag,28.7704,179.7814
M004072,1996;2001;2006;2011;2016;2021,0;1;1;1;2;2,Cu,-41.827,-172.9363
M004073,2002;2007,0;1,Fe,4.8991,77.2293
M004074,2008;2013;2018;2023;2028;2033,0;3;3;3;3;3,Ag,-11.9686,-172.4539
M004075,1974;1979;1984;1989;1994;1999,0;1;3;3;3;3,Cu,-68.6855,106.6787
M004076,1998;2003;2008;2013;2018,0;0;0;0;0,Au,-16.4686,-155.378
M004077,1971;1976,0;0,Ag,-59.009,43.6675
M004078,2009;2014;2019;2024;2029,0;1;2;2;2,U,85.7275,-123.5428
M004079,2012;2017;2022;2027;2032,0;0;3;3;3,Ag,68.1418,-63.6661
M004080,2007;2012;2017,0;0;0,Zn,13.8403,-45.5123
M004081,2005;2010,0;1,Au,-53.5889,-108.3743
M004082,2010;2015;2020;2025,0;0;0;0,Fe,-71.2328,-153.0549
M004083,1982;1987,0;0,Ag,-32.1964,62.6138
M004084,2006;2011,0;0,Cu,72.7611,-129.1523
M004085,1974;1979;1984;1989;1994,0;1;1;1;3,Ag,-51.3129,31.0715
M004086,2006;2011;2016;2021,0;3;3;3,Cu,36.5057,-8.1639
M004087,1991;1996;2001;2006,0;1;1;1,Fe,-14.8596,60.5081
M004088,1997;2002;2007;2012;2017;2022,0;0;3;3;3;3,Ag,-1.7907,-67.8694
M004089,1989;1994;1999,0;0;1,Zn,-34.3417,-119.0237
M004090,1988;1993;1998,0;0;0,Au,-32.4584,139.016
M004091,1978;1983;1988;1993;1998;2003,0;0;3;3;3;3,Au,14.4653,14.5476
M004092,1985;1990;1995;2000;2005,0;3;3;3;3,Au,53.3221,-116.8579
M004093,2009;2014;2019,0;0;0,Ag,41.0978,63.1688
M004094,2011;2016;2021;2026;2031,0;1;2;2;2,Cu,-7.8098,-126.8035
M004095,1982;1987;1992;1997;2002;2007,0;3;3;3;3;3,Zn,-8.756,-43.6763
M004096,2002;2007,0;0,Au,-65.2031,115.9986
M004097,1996;2001;2006;2011,0;3;3;3,Zn,-55.9367,-25.7769
M004098,1988;1993;1998;2003;2008;2013,0;1;1;1;1;1,Zn,46.4702,52.6871
M004099,1987;1992;1997,0;3;3,Ag,51.674,3.8691
M004100,1987;1992;1997;2002,0;1;1;3,Au,-48.1619,24.9915
M004101,1984;1989;1994;1999;2004;2009,0;0;0;0;1;2,Ag,-48.3906,96.6144
M004102,2002;2007,0;1,Au,-55.1809,-49.6819
M004103,2008;2013,0;0,Cu,-79.6863,-72.7862
M004104,1999;2004,0;0,Cu,79.0096,-145.6543
M004105,1983;1988;1993;1998;2003,0;1;3;3;3,Fe,-28.0457,92.6391
M004106,2012;2017;2022,0;1;1,U,-89.4949,-108.4859
M004107,1997;2002;2007;2012;2017,0;0;0;0;0,Ag,83.6249,88.9811
M004108,1998;2003,0;0,Zn,11.4659,-102.4006
M004109,1990;1995;2000;2005,0;1;1;1,Au,-11.6866,112.7721
M004110,1997;2002;2007,0;1;2,Fe,-62.6351,-3.0936
M004111,1984;1989;1994,0;1;3,Zn,31.8622,7.6092
M004112,1984;1989;1994;1999;2004,0;1;3;3;3,U,-81.2786,166.3033
M004113,2007;2012;2017,0;1;2,Zn,-61.7267,83.4728
M004114,1994;1999,0;3,Fe,-45.9391,83.3197
M004115,1972;1977;1982;1987,0;0;1;1,Cu,2.6231,-28.847
M004116,1971;1976;1981;1986;1991,0;0;3;3;3,Zn,48.6668,-61.404
M004117,1999;2004;2009;2014;2019;2024,0;1;1;3;3;3,U,24.8761,120.8228
M004118,1989;1994;1999,0;1;3,Ag,64.6886,-31.5987
M004119,2004;2009;2014,0;0;1,Fe,88.8636,139.7789
M004120,1991;1996,0;1,Au,-5.6787,18.8431
M004121,2007;2012;2017,0;1;1,Fe,-40.2944,82.2104
M004122,2009;2014;2019;2024;2029;2034,0;0;0;0;1;2,Fe,-7.5819,-129.9302
M004123,2003;2008;2013,0;1;1,Zn,-70.8628,-23.4631
M004124,2009;2014;2019,0;3;3,Cu,-25.4165,126.8316
M004125,1993;1998,0;1,Fe,-13.4128,66.0295
M004126,1973;1978,0;1,U,-67.1406,86.025
M004127,2008;2013;2018;2023,0;0;0;1,U,-34.3568,-33.7648
M004128,1970;1975,0;1,Zn,-89.8952,134.8182
M004129,1992;1997;2002,0;1;1,Fe,50.0323,102.9017
M004130,2007;2012;2017,0;0;3,U,20.624,-115.1737
M004131,1974;1979;1984,0;0;1,Fe,2.2945,-17.731
M004132,2000;2005,0;1,Au,-83.2383,-104.6642
M004133,2010;2015;2020;2025;2030;2035,0;3;3;3;3;3,Zn,-48.4865,-171.8713
M004134,1983;1988;1993;1998,0;1;1;3,Au,12.1653,4.584
M004135,2010;2015;2020,0;0;0,Fe,84.0039,-42.2859
M004136,2007;2012,0;0,Cu,84.1021,-57.2761
M004137,1981;1986;1991;1996;2001;2006,0;1;1;1;1;1,Cu,5.1447,147.1455
M004138,2001;2006;2011;2016,0;0;0;0,Fe,-50.5722,12.956
M004139,1979;1984;1989;1994,0;3;3;3,Ag,10.3152,130.7267
M004140,1984;1989;1994;1999;2004;2009,0;0;0;0;3;3,Cu,61.2177,-90.2901
M004141,2000;2005;2010;2015;2020,0;0;0;1;2,Ag,-32.3881,-135.6018
M004142,1994;1999;2004;2009;2014,0;1;1;1;1,Cu,-21.4778,48.1587
M004143,1999;2004;2009,0;0;0,Zn,88.7109,-95.5013
M004144,1974;1979;1984;1989,0;0;3;3,U,-50.8925,-168.9762
M004145,1999;2004;2009;2014,0;0;0;3,U,-88.5402,31.2251
M004146,1977;1982,0;0,Zn,-17.0876,168.9948
M004147,1986;1991;1996;2001;2006,0;3;3;3;3,Au,-70.3202,-53.6918
M004148,1974;1979;1984;1989;1994,0;3;3;3;3,Zn,3.8839,139.5453
M004149,1974;1979;1984;1989;1994,0;1;2;2;2,Au,82.9831,-6.5527
M004150,1973;1978;1983;1988;1993,0;0;1;1;1,Zn,41.8471,93.6828
M004151,2000;2005;2010,0;0;0,Fe,-37.1957,86.8121
M004152,1975;1980;1985;1990,0;1;1;1,Au,-23.1947,-42.5723
M004153,1990;1995;2000;2005;2010,0;0;0;0;0,Cu,52.6388,100.8646
M004154,2000;2005;2010;2015;2020;2025,0;1;1;1;2;2,Au,-5.1555,125.0021
M004155,1984;1989;1994,0;0;1,Ag,83.6579,60.0458
M004156,2001;2006;2011;2016;2021,0;1;1;2;2,U,21.0774,17.1606
M004157,1971;1976;1981;1986;1991,0;3;3;3;3,Ag,-3.3719,74.4292
M004158,1979;1984;1989,0;0;1,Fe,-25.6076,52.1128
M004159,2007;2012;2017;2022,0;0;0;0,Au,1.3357,52.0811
M004160,1971;1976;1981;1986,0;0;0;1,U,54.2112,32.4709
M004161,1994;1999;2004,0;0;0,Ag,-19.5436,-10.738
M004162,1994;1999;2004;2009;2014;2019,0;0;1;2;2;2,Cu,74.24,171.8553
M004163,1985;1990;1995;2000;2005;2010,0;1;1;1;1;1,Au,-72.0171,132.7009
M004164,1989;1994;1999;2004;2009;2014,0;0;0;0;0;3,Fe,-88.8936,42.2469
M004165,1990;1995;2000;2005;2010,0;0;1;2;2,U,-32.071,6.4274
M004166,1991;1996;2001,0;1;1,U,-48.7781,-70.4132
M004167,2013;2018;2023;2028;2033,0;1;1;1;1,Fe,-12.5308,-6.1032
M004168,1994;1999;2004;2009;2014;2019,0;0;0;0;0;0,Ag,0.4163,40.9985
M004169,1984;1989;1994;1999;2004;2009,0;0;3;3;3;3,Fe,73.3175,-117.5503
M004170,2006;2011;2016;2021;2026;2031,0;1;1;1;1;3,Ag,4.5156,137.714
M004171,1978;1983;1988;1993;1998,0;0;0;1;1,Ag,55.5937,-65.3692
M004172,1979;1984;1989;1994;1999;2004,0;0;0;1;1;2,Fe,-86.3517,62.5285
M004173,1994;1999;2004;2009;2014;2019,0;0;0;3;3;3,U,57.8017,-68.1277
M004174,1971;1976;1981,0;1;1,Au,-30.522,-5.5697
M004175,1992;1997;2002;2007;2012;2017,0;3;3;3;3;3,Ag,-29.584,-47.62
M004176,1992;1997,0;0,Cu,-74.9822,-76.6502
M004177,2007;2012,0;0,Au,-42.1301,-58.6739
M004178,1986;1991;1996;2001,0;3;3;3,Ag,-12.3971,-38.8748
M004179,1977;1982;1987,0;3;3,Au,-21.9175,-75.5626
M004180,1985;1990;1995;2000;2005;2010,0;0;0;0;3;3,U,-1.2464,27.9979
M004181,1986;1991;1996;2001,0;1;1;1,Ag,32.7005,-142.0042
M004182,1988;1993;1998;2003;2008,0;0;0;1;1,U,32.2367,-77.5405
M004183,1978;1983;1988;1993;1998;2003,0;0;3;3;3;3,Zn,78.6968,83.881
M004184,1981;1986;1991;1996,0;0;1;1,Cu,-87.3785,21.6036
M004185,2006;2011;2016;2021;2026,0;0;3;3;3,Zn,77.5773,-77.5529
M004186,1991;1996;2001,0;0;0,U,-80.9207,-169.2012
M004187,1988;1993;1998;2003,0;1;1;2,Ag,-81.3138,170.6899
M004188,1976;1981;1986;1991;1996;2001,0;3;3;3;3;3,Au,40.6533,-68.2324
M004189,1981;1986,0;1,Fe,0.9375,-99.3615
M004190,2004;2009;2014;2019,0;1;1;1,Zn,41.0525,-74.1919
M004191,1973;1978;1983;1988;1993,0;1;1;2;2,Ag,69.9351,-42.6042
M004192,1975;1980,0;1,Fe,74.6214,119.5101
M004193,2002;2007;2012;2017,0;0;1;1,U,-64.4311,-132.7834
M004194,2004;2009;2014;2019;2024,0;0;0;1;1,U,8.3659,-45.7673
M004195,1988;1993;1998;2003;2008,0;0;1;1;2,Cu,-85.1681,106.2394
M004196,1989;1994;1999;2004,0;1;2;2,Au,-11.8916,-106.2553
M004197,1993;1998;2003,0;0;0,Cu,26.5901,63.9673
M004198,1980;1985;1990;1995;2000;2005,0;0;0;1;2;2,U,-29.4625,-35.8096
M004199,1992;1997,0;0,Fe,73.2446,41.8059
M004200,2012;2017,0;0,Au,42.9239,13.3117
M004201,2004;2009;2014;2019,0;0;0;0,Fe,42.8937,-126.8749
M004202,2005;2010,0;0,U,87.2883,-166.8271
M004203,1983;1988;1993,0;0;1,Zn,87.1728,-86.4357
M004204,2008;2013;2018;2023,0;0;1;1,Au,46.6362,159.9059
M004205,1972;1977;1982,0;3;3,Cu,26.4643,-166.0009
M004206,2007;2012,0;0,Fe,-86.7171,103.9429
M004207,1990;1995,0;0,Zn,-26.0912,-99.6764
M004208,1992;1997;2002;2007;2012;2017,0;1;3;3;3;3,Fe,84.5077,-84.8144
M004209,1984;1989;1994;1999;2004,0;1;2;2;2,U,14.0278,69.9212
M004210,1987;1992,0;1,Ag,-74.9154,118.0465
M004211,1981;1986;1991;1996,0;0;3;3,Zn,-61.7501,27.4404
M004212,2004;2009;2014;2019,0;0;0;3,Fe,-32.3035,-163.9459
M004213,1983;1988;1993;1998,0;0;0;0,Fe,6.1711,-64.0867
M004214,2003;2008,0;0,Zn,74.9998,-103.5464
M004215,2003;2008,0;1,Fe,-30.1579,-28.9103
M004216,1983;1988;1993;1998;2003;2008,0;1;1;2;2;2,Au,-38.6242,-92.8004
M004217,1987;1992;1997;2002,0;0;1;1,Au,21.8516,112.3982
M004218,2002;2007,0;1,Ag,-77.9282,27.9597
M004219,1973;1978;1983;1988;1993;1998,0;1;2;2;2;2,Fe,-49.1294,-125.6823
M004220,1975;1980;1985;1990,0;1;1;1,Ag,49.1533,-63.387
M004221,1970;1975;1980,0;1;1,Ag,-23.2091,110.5034
M004222,2006;2011;2016;2021;2026,0;1;1;1;3,Cu,54.1953,111.6079
M004223,1988;1993;1998;2003;2008,0;0;0;1;2,Ag,53.6263,-150.0266
M004224,1992;1997,0;1,Fe,-65.5507,-52.1679
M004225,2012;2017;2022;2027;2032,0;0;0;3;3,Au,-12.001,-32.694
M004226,1984;1989;1994;1999;2004;2009,0;0;0;0;1;1,Cu,29.3747,-92.2629
M004227,1995;2000,0;1,Ag,73.7517,-90.1976
M004228,1979;1984;1989;1994;1999;2004,0;0;0;0;0;0,Ag,70.6828,137.9194
M004229,1985;1990;1995;2000;2005;2010,0;1;1;2;2;2,Cu,-2.4273,165.3439
M004230,1970;1975;1980;1985;1990,0;3;3;3;3,Au,19.1089,77.5355
M004231,2012;2017;2022,0;0;1,Zn,-23.4839,104.3916
M004232,1972;1977;1982,0;0;0,Zn,87.2554,-166.9312
M004233,1990;1995;2000,0;0;1,Cu,87.7056,-165.6893
M004234,1991;1996,0;0,Au,61.8001,-178.9015
M004235,2013;2018,0;0,Fe,37.7405,158.4585
M004236,2002;2007,0;0,Cu,24.9801,-168.1484
M004237,1998;2003;2008;2013;2018,0;0;0;0;0,Fe,57.2042,-67.7287
M004238,1992;1997;2002;2007;2012,0;1;2;2;2,U,59.8885,164.2847
M004239,1982;1987;1992;1997,0;0;1;2,Cu,16.5712,-71.6588
M004240,2009;2014;2019;2024;2029;2034,0;0;0;3;3;3,Ag,8.3463,-137.4362
M004241,1983;1988;1993,0;0;0,Au,69.9823,-48.6436
M004242,2008;2013;2018;2023;2028,0;3;3;3;3,Zn,71.5181,52.4973
M004243,2011;2016;2021,0;0;0,Cu,-19.4286,-156.0566
M004244,2012;2017,0;0,Ag,-26.9841,-146.7531
M004245,1984;1989;1994,0;1;1,Zn,88.9558,-104.4513
M004246,1979;1984;1989;1994;1999,0;1;1;1;1,Ag,71.3896,-33.5577
M004247,2006;2011;2016;2021;2026,0;0;0;1;1,U,72.8147,122.4679
M004248,2000;2005;2010,0;0;0,Cu,4.6819,80.3697
M004249,2010;2015,0;0,Fe,-39.6083,77.1989
M004250,2005;2010;2015;2020;2025;2030,0;1;2;2;2;2,Ag,-12.13,-83.1963
M004251,2005;2010;2015,0;0;1,Ag,69.8421,123.2458
M004252,2002;2007,0;0,Cu,20.5671,-3.9292
M004253,1972;1977,0;3,U,-19.1618,36.7579
M004254,1985;1990;1995;2000;2005;2010,0;1;1;3;3;3,U,-22.1287,23.1685
M004255,1986;1991;1996;2001;2006;2011,0;0;0;0;0;3,Cu,-86.3021,-110.0489
M004256,2004;2009,0;1,Zn,-37.4216,158.2157
M004257,1999;2004,0;1,Cu,-24.2612,-85.1792
M004258,1995;2000;2005;2010,0;0;0;1,Au,16.1798,149.8527
M004259,1990;1995,0;3,Cu,84.7195,-157.7217
M004260,2002;2007;2012;2017,0;3;3;3,Zn,-82.0481,63.6772
M004261,2009;2014,0;0,U,-34.6025,160.8333
M004262,1980;1985;1990;1995,0;3;3;3,Cu,4.6616,-53.3949
M004263,1976;1981;1986,0;0;0,Cu,41.1638,48.3821
M004264,1991;1996,0;0,Ag,67.7841,-82.9291
M004265,1985;1990;1995;2000,0;0;0;0,Fe,64.9691,13.6372
M004266,1994;1999,0;1,Cu,-76.433,-116.2248
M004267,1974;1979;1984,0;1;1,U,70.1162,-61.476
M004268,1992;1997;2002;2007;2012,0;0;3;3;3,Cu,51.954,-98.2459
M004269,1990;1995,0;0,Au,56.6751,98.3572
M004270,1974;1979;1984,0;0;1,Cu,-56.7901,172.158
M004271,1988;1993,0;0,U,9.3808,-31.7783
M004272,1981;1986;1991;1996,0;0;0;3,Zn,-41.9581,-168.6697
M004273,1972;1977;1982,0;3;3,U,-28.7049,-87.2738
M004274,1976;1981;1986;1991;1996;2001,0;0;3;3;3;3,Cu,48.1635,-91.2403
M004275,1981;1986;1991;1996,0;1;1;1,Fe,-56.2066,-80.0148
M004276,1994;1999,0;0,Cu,-79.9115,178.6587
M004277,1978;1983;1988;1993;1998,0;1;1;1;1,Ag,-13.6198,111.0104
M004278,1979;1984;1989;1994,0;1;1;2,Au,27.5659,-29.943
M004279,1977;1982;1987;1992;1997;2002,0;0;1;2;2;2,Ag,-34.8744,-161.4256
M004280,1993;1998;2003,0;0;0,Zn,-30.6422,-113.9231
M004281,1996;2001;2006,0;0;3,Zn,24.6049,79.4343
M004282,2013;2018;2023;2028,0;1;2;2,Au,-31.4722,-91.5772
M004283,1980;1985;1990;1995;2000,0;1;1;1;1,Au,86.6627,56.3648
M004284,2009;2014;2019;2024;2029;2034,0;0;0;0;1;2,Cu,42.7231,-175.051
M004285,1985;1990,0;1,Fe,82.938,-85.9005
M004286,1995;2000;2005,0;1;1,U,85.4951,-20.0918
M004287,2013;2018;2023;2028;2033,0;0;0;0;0,U,10.086,-59.2493
M004288,2009;2014;2019;2024;2029;2034,0;0;0;1;1;2,Ag,54.5672,149.0864
M004289,1980;1985;1990,0;0;0,Cu,-6.7044,28.0132
M004290,1985;1990;1995;2000;2005,0;0;1;2;2,Cu,55.3603,-59.186
M004291,1973;1978;1983,0;0;0,Ag,-72.0965,130.3882
M004292,2012;2017,0;0,Au,-79.9468,115.112
M004293,1985;1990,0;0,Au,-59.6434,148.5108
M004294,1990;1995;2000;2005,0;0;0;0,Cu,31.9633,100.4113
M004295,1977;1982;1987;1992;1997,0;0;0;0;1,Ag,-28.2992,-46.5956
M004296,2002;2007;2012;2017,0;0;1;1,U,71.9396,178.8931
M004297,1980;1985;1990;1995,0;0;0;0,Au,-76.8446,77.7522
M004298,1978;1983;1988,0;0;0,Fe,56.7963,143.3634
M004299,1979;1984;1989;1994;1999,0;0;3;3;3,Cu,-59.891,-101.8285
M004300,1982;1987,0;0,Zn,30.8255,53.6987
M004301,1994;1999,0;1,Fe,-11.0062,-54.0492
M004302,1999;2004;2009;2014;2019;2024,0;1;3;3;3;3,Fe,-44.6849,72.8237
M004303,1990;1995;2000;2005;2010,0;1;1;1;2,U,-37.7059,-91.7267
M004304,1996;2001;2006,0;0;1,Cu,81.5035,87.0079
M004305,1991;1996;2001;2006;2011;2016,0;1;3;3;3;3,Fe,-62.6178,-112.5106
M004306,2011;2016;2021;2026;2031,0;0;3;3;3,Cu,7.6283,66.5209
M004307,2003;2008;2013,0;0;0,U,28.7723,138.7581
M004308,1977;1982,0;3,Au,52.5839,53.9143
M004309,2011;2016;2021;2026,0;0;0;0,U,48.2763,-135.5405
M004310,2007;2012,0;1,U,-48.0297,123.3632
M004311,1972;1977;1982;1987;1992,0;0;0;0;0,U,-78.5174,-36.1135
M004312,1991;1996;2001,0;3;3,Zn,-68.5938,33.0377
M004313,1994;1999;2004;2009;2014,0;0;0;1;1,U,23.9613,-25.4323
M004314,1997;2002;2007;2012;2017;2022,0;0;0;0;0;0,Ag,51.9274,-178.9415
M004315,1978;1983;1988;1993;1998,0;0;0;0;0,Zn,-88.599,106.8568
